Journal Title,Publisher,ISSN,ISSN Online,Year Inception,Web Address,Field of Research,ABDC Rating 
Journal of Decision Systems,Taylor & Francis Online,1246-0125	,	,1992	,http://www.tandfonline.com/tids,806	,B 
Journal of Demographic Economics,Cambridge University Press,2054-0892	,	,2015	,http://journals.cambridge.org/action/displayJournal?jid=DEM,1402	,B 
Journal of Derivatives and Hedge Funds,Macmillan Publishers Limited,1753-9641	,1753-965X	,1994	,http://www.palgrave-journals.com/jdhf/index.html,1502	,C 
Journal of Developing Areas,Tennessee State University,0022-037X	,1548-2278	,1966	,https://www.jstor.org/journal/jdevearea,1503	,B 
Journal of Development Economics,Elsevier ,0304-3878	,1872-6089	,1974	,http://www.journals.elsevier.com/journal-of-development-economics/,1402	,A* 
Journal of Development Studies,Taylor & Francis Online,0022-0388	,1743-9140	,1964	,http://www.tandfonline.com/fjds,1402	,A 
Journal of Developmental Entrepreneurship,World Scientific Publishing ,1084-9467	,1793-706X	,1996	,http://www.worldscinet.com/jde/,1503	,C 
Journal of Digital and Social Media Marketing,Henry Stewart Publications,2050-0076	,2050-0084	,	,http://www.henrystewartpublications.com/jdsm,1505	,C 
Journal of East European Management Studies,Rainer Hampp Verlag,0949-6181	,1862-0019	,1996	,http://www.hampp-verlag.de/hampp_e-journals_JEMS.htm,1503	,C 
Journal of East-West Business,Taylor & Francis Online,1066-9868	,1528-6959	,1993	,http://www.tandfonline.com/wjeb,1503	,C 
Journal of Eastern Asia Society for Transportation Studies,Eastern Asia Society for Transportation Studies,1881-1124	,	,2005	,https://www.jstage.jst.go.jp/browse/easts/_pubinfo,1507	,C 
Journal of Econometric Methods,Walter de Gruyter GmbH,2194-6345	,2156-6674	,	,http://www.degruyter.com/view/j/jem.2016.5.issue-1/jem-2016-frontmatter1/jem-2016-frontmatter1.xml?format=INT,1403	,C 
Journal of Econometrics,Elsevier ,0304-4076	,1872-6895	,1973	,http://www.journals.elsevier.com/journal-of-econometrics,1403	,A* 
Journal of Economic and Administrative Sciences,Emerald Group Publishing,1026-4116	,	,1985	,http://www.emeraldinsight.com/products/journals/journals.htm?id=jeas,1499	,C 
Journal of Economic and Social Measurement,IOS Press,0747-9662	,1875-8932	,1974	,http://www.iospress.nl/journal/journal-of-economic-and-social-measurement/,1403	,C 
Journal of Economic and Social Policy,Southern Cross University Division of Business ,1325-2224	,2202-4883	,1995	,http://epubs.scu.edu.au/jesp/,1402	,C 
Journal of Economic Behavior and Organization,Elsevier ,0167-2681	,	,1980	,http://www.journals.elsevier.com/journal-of-economic-behavior-and-organization,1402	,A* 
Journal of Economic Development,National Research Foundation of Korea,0254-8372	,	,1976	,www.jed.or.kr,1402	,C 
Journal of Economic Dynamics and Control,Elsevier ,0165-1889	,	,1979	,http://www.journals.elsevier.com/journal-of-economic-dynamics-and-control,1402	,A* 
Journal of Economic Geography,Oxford University Press ,1468-2702	,1468-2710	,2000	,http://joeg.oxfordjournals.org/,1499	,A 
Journal of Economic Growth,Springer International Publishing,1381-4338	,1573-7020	,1996	,http://www.springerlink.com/,1402	,A* 
Journal of Economic Integration,Sejong University ,1225-651X	,1976-5525	,1986	,http://sejong.metapress.com/,1402	,C 
Journal of Economic Interaction and Coordination,Springer International Publishing,1860-711X	,1860-7128	,2006	,http://www.springer.com/,1402	,C 
Journal of Economic Literature,American Economic Association,0002-0515	,	,1963	,https://www.aeaweb.org/journals/jel/about-jel,1402	,A* 
Journal of Economic Methodology,Taylor & Francis Online,1350-178X	,1469-9427	,1989	,http://www.tandfonline.com/rjec,1499	,B 
Journal of Economic Perspectives,American Economic Association ,0895-3309	,1944-7965	,1987	,https://www.aeaweb.org/journals/jep,1402	,A* 
Journal of Economic Policy Reform,"John Wiley & Sons, Inc. ",1748-7870	,1748-7889	,1997	,http://www.informaworld.com/,1402	,B 
Journal of Economic Psychology,Elsevier ,0167-4870	,1872-7719	,1981	,http://www.journals.elsevier.com/journal-of-economic-psychology,1402	,A 
Journal of Economic Research,Hanyang University Seoul,1226-4261	,1226-4261	,1996	,http://www.jer.or.kr/,1402	,B 
Journal of Economic Studies,Emerald Group Publishing,0144-3585	,1758-7387	,1966	,http://www.emeraldinsight.com/journal/jes,1402	,B 
Journal of Economic Surveys,"John Wiley & Sons, Inc.",0950-0804	,1467-6419	,1987	,https://authorservices.wiley.com/bauthor/Aims_scope.asp?ref=0950-0804&site=1,1402	,B 
Journal of Economic Theory,Elsevier ,0022-0531	,1095-7235	,1969	,http://www.journals.elsevier.com/journal-of-economic-theory,1401	,A* 
Journal of Economics,Springer International Publishing,0931-8658	,1617-7134	,1930	,http://www.springerlink.com/,1401	,B 
Journal of Economics and Business,Elsevier ,0148-6195	,	,1949	,http://www.journals.elsevier.com/journal-of-economics-and-business,1402	,B 
Journal of Economics and Finance,Springer International Publishing,1055-0925	,1938-9744	,1989	,http://link.springer.com/journal/12197,1402	,B 
Journal of Economics and Finance Education,Academy of Economics and Finance (AEF),1543-0464	,	,2002	,http://www.economics-finance.org/jefe/index.html,1499	,C 
Journal of Economics and Management Strategy,"John Wiley & Sons, Inc.",1058-6407	,1530-9134	,1992	,http://au.wiley.com/WileyCDA/WileyTitle/productCd-JEMS.html,1402	,A 
Journal of Economics and Statistics,Lucius und Lucius Verlagsgesellschaft mbH,0021-4027	,	,1863	,http://www.jbnst.de/en/,1403	,B 
Journal of Ecotourism,Taylor & Francis Online,1472-4049	,1747-7638	,2002	,http://www.tandfonline.com/toc/reco20/current,1506	,B 
Journal of Education and Work,Taylor & Francis Online,1363-9080	,1469-9435	,1987	,http://www.tandfonline.com/cjew,1503	,B 
Journal of Education Finance,University of Illinois Press,0098-9495	,1944-6470	,1975	,http://www.press.uillinois.edu/journals/jef.html,1502	,C 
Journal of Education for Business,Taylor & Francis Online,0883-2323	,1940-3356	,1924	,http://www.tandfonline.com/toc/vjeb20/current,1503	,C 
Journal of Educational and Behavioral Statistics,Sage Publications,1076-9986	,1935-1054	,1976	,http://jeb.sagepub.com/,1503	,C 
Journal of Electronic Commerce in Organizations,IGI Global,1539-2937	,1539-2929	,2003	,http://www.igi-global.com/journal/journal-electronic-commerce-organizations-jeco/1076,806	,B 
Journal of Electronic Commerce Research,California State University Press,1938-9027	,1526-6133	,2000	,http://www.csulb.edu/journals/jecr/,806	,B 
Journal of Emerging Market Finance,Sage Publications,0972-6527	,	,2002	,http://emf.sagepub.com/,1502	,B 
Journal of Emerging Technologies in Accounting,American Accounting Association,1554-1908	,1558-7940	,2004	,http://aaajournals.org/loi/jeta,1501	,C 
Journal of Empirical Finance,Elsevier,0927-5398	,	,1993	,http://www.journals.elsevier.com/journal-of-empirical-finance,1502	,A 
Journal of Empirical Generalisations in Marketing Science,University of South Australia,1326-4443	,	,1996	,http://www.empgens.com/,1505	,C 
Journal of Employment Counseling,"John Wiley & Sons, Inc.",0022-0787	,2161-1920	,1965	,http://au.wiley.com/WileyCDA/WileyTitle/productCd-JOEC.html,1503	,A 
Journal of Energy and Development,International Research Center for Energy and Economic Development,0361-4476	,	,1975	,http://www.iceed.org/,1599	,C 
Journal of Engineering and Technology Management,Elsevier,0923-4748	,1879-1719	,1981	,http://www.journals.elsevier.com/journal-of-engineering-and-technology-management,1503	,B 
"Journal of Engineering, Design and Technology",Emerald Group Publishing,1726-0531	,1758-8901	,2002	,http://www.emeraldinsight.com/,1503	,C 
Journal of Enterprise Information Management,Emerald Group Publishing,1741-0398	,1758-7409	,1981	,http://www.emeraldinsight.com/loi/jeim,806	,B 
Journal of Enterprising Communities: people and places of global economy,Emerald Group Publishing,1750-6204	,1750-6212	,2007	,http://www.emeraldinsight.com/,1402	,C 
Journal of Enterprising Culture,World Scientific Publishing ,0218-4958	,1793-6330	,1993	,http://www.worldscinet.com/jec/,1503	,C 
Journal of Entrepreneurship,Sage Publications,0971-3557	,1940-0292	,1992	,http://www.uk.sagepub.com/,1503	,C 
Journal of Environment and Development: a review of international policy,Sage Publications,1070-4965	,1552-5465	,1992	,http://jed.sagepub.com/,1402	,B 
Journal of Environmental Assessment Policy and Management,World Scientific Publishing ,1464-3332	,1757-5605	,1999	,http://www.worldscientific.com/worldscinet/jeapm,1503	,C 
Journal of Environmental Economics and Management,Elsevier ,0095-0696	,1096-0449	,1975	,http://www.journals.elsevier.com/journal-of-environmental-economics-and-management/,1402	,A* 
Journal of Environmental Law,Oxford University Press ,0952-8873	,1464-374X	,1989	,http://www.oxfordjournals.org/our_journals/envlaw/about.html,180105	,B 
Journal of Environmental Management,Elsevier ,0301-4797	,1095-8630	,1973	,http://www.journals.elsevier.com/journal-of-environmental-management,1503	,A 
Journal of Environmental Planning and Management,Taylor & Francis Online,0964-0568	,1360-0559	,1948	,http://www.tandfonline.com/toc/cjep20/current,1503	,B 
Journal of Euromarketing,Taylor & Francis Online,1049-6483	, 1528-6967	,1991	,http://www.tandfonline.com/loi/wjem20#.Vt-qYebLN-c,1505	,C 
Journal of European Business Education,Heldref Publications,0968-0543	,	,	,http://www.abe.pl/,1503	,C 
Journal of European Economic History,Banco di Roma,0391-5115	,	,1972	,http://www.unicredit-capitalia.eu/,1402	,B 
Journal of European Industrial Training,Emerald Group Publishing,0309-0590	,1758-7425	,1977	,http://www.emeraldinsight.com/,1503	,C 
Journal of European Public Policy,Taylor & Francis Online,1350-1763	,1466-4429	,1994	,http://www.tandfonline.com/ripp,1503	,A 
Journal of European Real Estate Research,Emerald Group Publishing,1753-9269	,	,2008	,http://www.emeraldinsight.com/,1504	,C 
Journal of Evolutionary Economics,Springer International Publishing,0936-9937	,1432-1386	,1991	,http://www.springerlink.com/,1402	,A 
Journal of Experimental Psychology: Applied,American Psychological Association ,1076-898X	,1939-2192	,1995	,http://www.apa.org/pubs/journals/xap,1503	,A 
Journal of Experimental Psychology: general,American Psychological Association ,0096-3445	,1939-2222	,1916	,http://psycnet.apa.org/index.cfm?fa=browsePA.volumes&jcode=xge,1503	,A* 
Journal of Experimental Psychology: human perception and performance,American Psychological Association ,0096-1523	,1939-1277	,1916	,http://psycnet.apa.org/index.cfm?fa=browsePA.volumes&jcode=xhp,1503	,A* 
"Journal of Experimental Psychology: learning, memory, and cognition",American Psychological Association ,0278-7393	,1939-1285	,1916	,http://psycnet.apa.org/index.cfm?fa=browsePA.volumes&jcode=xlm,1503	,A* 
Journal of Experimental Social Psychology,Elsevier ,0022-1031	,1096-0465	,1965	,http://www.journals.elsevier.com/journal-of-experimental-social-psychology/,1503	,A 
Journal of Facilities Management,Emerald Group Publishing,1472-5967	,1741-0983	,2002	,http://www.emeraldinsight.com/,1504	,C 
Journal of Family and Economic Issues,Springer International Publishing,1058-0476	,1573-3475	,1978	,http://www.springerlink.com/,1499	,B 
Journal of Family Business Strategy,Elsevier,1877-8585	,1877-8593	,2010	,http://www.journals.elsevier.com/journal-of-family-business-strategy,1503	,C 
Journal of Fashion Marketing and Management,Emerald Group Publishing,1361-2026	,1758-7433	,1996	,http://www.emeraldinsight.com/journal/jfmm,1505	,B 
Journal of Finance and Financial Services,Springer International Publishing,	,	,	,http://www.springer.com/business+%26+management/finance/journal/10693,1502	,C 
Journal of Finance and Management in Public Services,The Chartered Institute of Public Finance and Accountancy (CIPFA),1475-1283	,	,2001	,http://www.cipfa.org/policy-and-guidance/the-journal-of-finance-and-management-in-public-services,1502	,C 
Journal of Finance Case Research,Cumberland Academic Press,1527-5426	,	,1999	,http://www.jfcr.org/,1502	,C 
Journal of Financial and Economic Practice  (discontinued),Bradley University,1937-6820	,	,	,http://www.bradley.edu/academic/departments/finance/jfep/,1502	,C 
Journal of Financial and Quantitative Analysis,Cambridge Journals,0022-1090	,1756-6916	,1966	,http://journals.cambridge.org/action/displayJournal?jid=JFQ,1502	,A* 
Journal of Financial Crime,Emerald Group Publishing,1359-0790	,1758-7239	,1993	,http://www.emeraldinsight.com/,180105	,C 
Journal of Financial Econometrics,Oxford University Press ,1479-8409	,1479-8417	,2002	,http://jfec.oxfordjournals.org/,1403	,A 
Journal of Financial Economic Policy,Emerald Group Publishing,1757-6385	,	,2009	,http://www.emeraldinsight.com/products/journals/journals.htm?id=jfep,1499	,B 
Journal of Financial Economics,Elsevier ,0304-405X	,	,1974	,http://www.journals.elsevier.com/journal-of-financial-economics/,1502	,A* 
Journal of Financial Education,DePaul University College of Commerce,0093-3961	,	,1972	,http://jfedweb.org/jfedpage.html,1502	,B 
Journal of Financial Intermediation,Elsevier,1042-9573	,1096-0473	,1990	,http://www.journals.elsevier.com/journal-of-financial-intermediation,1502	,A* 
Journal of Financial Management and Analysis,"Om Sai Ram Centre for Financial Management Research and Training, Bombay, India ",0970-4205	,	,1988	,,1502	,C 
Journal of Financial Management of Property and Construction,Emerald Group Publishing,1363-2175	,	,1996	,http://www.emeraldinsight.com/,1504	,C 
"Journal of Financial Management, Markets and Institutions","Società editrice il Mulino, Bologna ",	,978-88-15-02000	,	,http://www.jfmi.univpm.it/index.php/jfmi,1502	,C 
Journal of Financial Markets,Elsevier ,1386-4181	,	,1998	,http://www.journals.elsevier.com/journal-of-financial-markets,1502	,A* 
Journal of Financial Regulation,Oxford University Press,2053-4833	,	,2014	,http://jfr.oxfordjournals.org/about,180105	,B 
Journal of Financial Regulation and Compliance,Emerald Group Publishing,1358-1988	,1740-0279	,1992	,http://www.emeraldinsight.com/,180105	,C 
Journal of Financial Reporting and Accounting,,1985-2517	,	,2003	,http://www.emeraldinsight.com/loi/jfra,1501	,C 
Journal of Financial Research,"John Wiley & Sons, Inc. ",0270-2592	,1475-6803	,1978	,http://au.wiley.com/WileyCDA/WileyTitle/productCd-JFIR.html,1502	,A 
Journal of Financial Services Marketing,Springer International Publishing,1363-0539	,1479-1846	,1996	,http://www.springer.com/business+%26+management/finance/journal/41264,1505	,B 
Journal of Financial Services Research,Springer International Publishing,0920-8550	,1573-0735	,1987	,http://springerlink.metapress.com/,1502	,A 
Journal of Financial Stability,Elsevier,1572-3089	,	,2004	,http://www.journals.elsevier.com/journal-of-financial-stability,1499	,B 
Journal of Food Distribution Research,Food Distribution Research Society,0047-245X	,	,	,https://www.fdrsinc.org/journal/,1505	,C 
Journal of Food Products Marketing,Taylor & Francis Online,1045-4446	,1540-4102	,1992	,http://www.tandfonline.com/wfpm,1505	,C 
Journal of Foodservice,"John Wiley & Sons, Inc.",1745-4506	,1748-0140	,2006	,http://onlinelibrary.wiley.com/doi/10.1111/j.1745-4506.2006.00023.x/abstract,1504	,C 
Journal of Foodservice Business Research,Taylor & Francis Online,1537-8020	,1537-8039	,1994	,http://www.tandfonline.com/toc/wfbr20/current,1504	,C 
Journal of Forecasting,"John Wiley & Sons, Inc.",0277-6693	,1099-131X	,1981	,http://au.wiley.com/WileyCDA/WileyTitle/productCd-FOR.html,1403	,A 
Journal of Forensic & Investigative Accounting,Roosevelt University,	,2165-3755	,	,http://www.nacva.com/jfia,1501	,C 
"Journal of Forensic Accounting: auditing, fraud & taxation*",Edwards Publishing ,1524-5586	,	,2000	,http://edwardspub.com/journals/JFA/,1501	,C 
Journal of Forensic Economics,National Association of Forensic Economics,0898-5510	,	,1988	,http://www.nafe.net/Journal.aspx,1499	,C 
Journal of Forest Economics,Elsevier ,1104-6899	,	,1995	,http://www.journals.elsevier.com/journal-of-forest-economics,1402	,B 
Journal of Further and Higher Education,Taylor & Francis Online,0309-877X	,1469-9486	,1943	,http://www.tandfonline.com/cjfh,1503	,C 
Journal of Futures Studies,Tamkang University Press,1027-6084	,1027-6084	,1996	,http://www.jfs.tku.edu.tw,1503	,C 
Journal of Gambling Issues,Centre for Addiction & Mental Health,1494-5185	,1910-7595	,2000	,http://www.camh.net/egambling/,1504	,B 
